Experiment,lab,Language,Subject,Sex,KL,Age_months,Age_years,method,cite,typical
Schneider_Barner_2020,Barner,English (US),102618-CP,NA,Subset,52,4.333333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (US),102418-FT,NA,CP,56,4.666666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (US),102418-JP,NA,CP,65,5.416666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (US),102418-JP1,NA,CP,55,4.583333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (US),073118-LM,NA,CP,46,3.8333333333333335,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (US),101718-CA,NA,CP,54,4.5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (US),101718-EW,NA,Subset,56,4.666666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2021,Barner,English,022619-ER,NA,1,36,3,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022619-LD,NA,2,39,3.25,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022619-LR,NA,1,33,2.75,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022619-RG,NA,1,35,2.9166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022619-T,NA,2,41,3.4166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022619-D,NA,1,32,2.6666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022619-D,NA,3,32,2.6666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022719-B,NA,2,43,3.5833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022719-CH,NA,3,41,3.4166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022719-CL,NA,1,41,3.4166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022719-J,NA,3,44,3.6666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022719-JM,NA,2,39,3.25,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022719-M,NA,3,36,3,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022719-PL,NA,2,45,3.75,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022719-SW,NA,2,43,3.5833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022819-ED,NA,1,34,2.8333333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022819-AH,NA,3,44,3.6666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022819-AM,NA,3,38,3.1666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022819-AM2,NA,CP,43,3.5833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022819-BT,NA,2,41,3.4166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022819-H,NA,1,38,3.1666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022819-HP,NA,3,43,3.5833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,022819-ZF,NA,2,40,3.3333333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030119-AD,NA,CP,44,3.6666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030119-B,NA,2,47,3.9166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030119-H,NA,3,38,3.1666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030119-HR,NA,2,46,3.8333333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030119-L,NA,3,47,3.9166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030119-S,NA,CP,42,3.5,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030119-S2,NA,1,38,3.1666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030119-SW,NA,CP,41,3.4166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030419-A,NA,1,33,2.75,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030419-F,NA,1,33,2.75,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030419-H,NA,3,47,3.9166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030419-LM,NA,3,39,3.25,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030419-OH,NA,2,49,4.083333333333333,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030519-JH,NA,CP,46,3.8333333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030519-K,NA,1,40,3.3333333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030519-OB1,NA,2,42,3.5,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030519-OB2,NA,2,42,3.5,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030519-OB3,NA,CP,44,3.6666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030619-E,NA,3,41,3.4166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030619-J,NA,1,49,4.083333333333333,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030619-K,NA,1,36,3,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030619-L,NA,1,43,3.5833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030619-L2,NA,1,39,3.25,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030619-M,NA,1,44,3.6666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030619-M2,NA,CP,45,3.75,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030619-M3,NA,3,41,3.4166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030619-Q,NA,CP,43,3.5833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030619-S,NA,1,27,2.25,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030619-T,NA,4,46,3.8333333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,030719-HM,NA,CP,48,4,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,031219-RM,NA,CP,43,3.5833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,031819-MS,NA,CP,48,4,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,031819-IG,NA,CP,36,3,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,031819-PM,NA,CP,38,3.1666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,032519-T,NA,CP,45,3.75,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,032519-V,NA,CP,44,3.6666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,032619-D,NA,CP,36,3,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,032619-B,NA,CP,47,3.9166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,032619-E,NA,2,45,3.75,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,032619-W,NA,2,42,3.5,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,032619-G,NA,1,37,3.0833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,032719-G,NA,CP,46,3.8333333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,032919-C,NA,2,39,3.25,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,032919-W,NA,2,36,3,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,032919-K,NA,2,44,3.6666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,040319-M,NA,CP,41,3.4166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,040219-NS,NA,CP,44,3.6666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,040219-JQ,NA,3,43,3.5833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,040219-AT,NA,4,43,3.5833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,040219-A,NA,3,43,3.5833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,041719-MS,NA,CP,38,3.1666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,041719-CR,NA,CP,48,4,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,041719-E,NA,CP,42,3.5,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,041719-LC,NA,CP,41,3.4166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,071519-OL,NA,2,39,3.25,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,071219-BG,NA,2,30,2.5,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,071019-W,NA,CP,45,3.75,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,071019-TR,NA,CP,47,3.9166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,071019-S,NA,1,46,3.8333333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,071019-S2,NA,4,32,2.6666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,071019-MF,NA,CP,43,3.5833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,071019-K,NA,CP,43,3.5833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,071019-C,NA,2,41,3.4166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,070919-GR,NA,2,36,3,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,070319-ZA,NA,CP,47,3.9166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,070319-AA,NA,CP,47,3.9166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,070219-SP,NA,3,32,2.6666666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,070119-L,NA,CP,41,3.4166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,070119-KT,NA,CP,47,3.9166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,062819-OF,NA,2,46,3.8333333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,062819-GS,NA,1,37,3.0833333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,062819-CB,NA,CP,47,3.9166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,062719-GA,NA,CP,46,3.8333333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,062719-AL,NA,5,47,3.9166666666666665,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
Schneider_Barner_2021,Barner,English,062719-AC,NA,CP,46,3.8333333333333335,titrated,"Schneider, R. M., Pankonin, A. H., Schachner, A., & Barner, D. (2020, September 23). Starting small: Exploring the origins of successor function knowledge. https://doi.org/10.31234/osf.io/3zngr.",typical
